filename,archive_root,release_tag,size_bytes,sha256,source_file_count
paper-strat15-relative-f1-manual-audit.tar.gz,paper-strat15-relative-f1-manual-audit,flowark-manual-audit-v1,2403561,826b21a7d04d921363f498c50328a6c941c25018df0732b2cd968200283eeeda,776
